,Date,Maximum Temperature degrees (F),Minimum Temperature degrees (F),Precipitation (inches),Snow (inches),Snow Depth (inches),Year
7285,1958-03-12,37.0,24.0,0.00,0.00,0.00,1958
7286,1958-03-13,38.0,24.0,T,0.10,0.00,1958
7287,1958-03-14,30.0,25.0,0.01,0.10,T,1958
7288,1958-03-15,29.0,22.0,0.03,0.30,T,1958
7289,1958-03-16,31.0,18.0,0.01,0.10,T,1958
7290,1958-03-17,35.0,28.0,T,T,T,1958
7291,1958-03-18,36.0,26.0,T,T,T,1958
7292,1958-03-19,35.0,25.0,T,T,0.00,1958
7293,1958-03-20,31.0,22.0,0.00,0.00,0.00,1958
7294,1958-03-21,43.0,20.0,0.00,0.00,0.00,1958
7295,1958-03-22,46.0,23.0,0.00,0.00,0.00,1958
7296,1958-03-23,51.0,27.0,0.00,0.00,0.00,1958
7297,1958-03-24,49.0,31.0,0.00,0.00,0.00,1958
7298,1958-03-25,48.0,26.0,0.00,0.00,0.00,1958
7299,1958-03-26,51.0,29.0,0.00,0.00,0.00,1958
7300,1958-03-27,51.0,31.0,0.00,0.00,0.00,1958
7301,1958-03-28,53.0,31.0,0.00,0.00,0.00,1958
7302,1958-03-29,55.0,28.0,0.00,0.00,0.00,1958
7303,1958-03-30,57.0,39.0,0.00,0.00,0.00,1958
7304,1958-03-31,60.0,40.0,0.00,0.00,0.00,1958
7305,1958-04-01,56.0,38.0,0.21,0.00,0.00,1958
7306,1958-04-02,49.0,41.0,T,0.00,0.00,1958
7307,1958-04-03,60.0,41.0,0.00,0.00,0.00,1958
7308,1958-04-04,50.0,39.0,0.06,0.00,0.00,1958
7309,1958-04-05,47.0,34.0,0.64,T,0.00,1958
7310,1958-04-06,42.0,30.0,0.26,1.60,T,1958
7311,1958-04-07,53.0,26.0,0.00,0.00,T,1958
7312,1958-04-08,58.0,32.0,0.00,0.00,0.00,1958
7313,1958-04-09,56.0,34.0,0.00,0.00,0.00,1958
7314,1958-04-10,56.0,31.0,0.00,0.00,0.00,1958
7315,1958-04-11,61.0,33.0,0.00,0.00,0.00,1958
7316,1958-04-12,55.0,36.0,0.00,0.00,0.00,1958
7317,1958-04-13,60.0,34.0,0.00,0.00,0.00,1958
7318,1958-04-14,70.0,40.0,0.00,0.00,0.00,1958
7319,1958-04-15,70.0,47.0,0.00,0.00,0.00,1958
7320,1958-04-16,84.0,46.0,0.00,0.00,0.00,1958
7321,1958-04-17,73.0,53.0,0.00,0.00,0.00,1958
7322,1958-04-18,77.0,44.0,0.00,0.00,0.00,1958
7323,1958-04-19,68.0,50.0,0.07,0.00,0.00,1958
7324,1958-04-20,67.0,46.0,0.00,0.00,0.00,1958
7325,1958-04-21,57.0,42.0,0.46,0.00,0.00,1958
7326,1958-04-22,52.0,34.0,0.00,0.00,0.00,1958
7327,1958-04-23,49.0,38.0,0.22,0.00,0.00,1958
7328,1958-04-24,51.0,37.0,0.01,0.00,0.00,1958
7329,1958-04-25,52.0,30.0,0.00,0.00,0.00,1958
7330,1958-04-26,52.0,35.0,0.00,0.00,0.00,1958
7331,1958-04-27,61.0,32.0,T,0.00,0.00,1958
7332,1958-04-28,51.0,26.0,0.06,0.00,0.00,1958
7333,1958-04-29,53.0,22.0,0.00,0.00,0.00,1958
7334,1958-04-30,67.0,42.0,T,0.00,0.00,1958
7335,1958-05-01,51.0,34.0,0.00,0.00,0.00,1958
7336,1958-05-02,54.0,42.0,0.14,0.00,0.00,1958
7337,1958-05-03,65.0,47.0,T,0.00,0.00,1958
7338,1958-05-04,58.0,38.0,0.00,0.00,0.00,1958
7339,1958-05-05,61.0,41.0,T,0.00,0.00,1958
7340,1958-05-06,67.0,40.0,0.00,0.00,0.00,1958
7341,1958-05-07,71.0,46.0,0.04,0.00,0.00,1958
7342,1958-05-08,66.0,45.0,0.00,0.00,0.00,1958
7343,1958-05-09,78.0,41.0,0.00,0.00,0.00,1958
7344,1958-05-10,88.0,59.0,0.00,0.00,0.00,1958
7345,1958-05-11,82.0,50.0,0.00,0.00,0.00,1958
7346,1958-05-12,87.0,57.0,0.00,0.00,0.00,1958
7347,1958-05-13,87.0,57.0,0.00,0.00,0.00,1958
7348,1958-05-14,76.0,60.0,0.09,0.00,0.00,1958
7349,1958-05-15,77.0,51.0,0.00,0.00,0.00,1958
7350,1958-05-16,85.0,50.0,T,0.00,0.00,1958
7351,1958-05-17,73.0,60.0,0.81,0.00,0.00,1958
7352,1958-05-18,65.0,56.0,T,0.00,0.00,1958
7353,1958-05-19,66.0,49.0,0.00,0.00,0.00,1958
7354,1958-05-20,69.0,45.0,0.00,0.00,0.00,1958
7355,1958-05-21,80.0,45.0,T,0.00,0.00,1958
7356,1958-05-22,68.0,47.0,T,0.00,0.00,1958
7357,1958-05-23,72.0,42.0,0.04,0.00,0.00,1958
7358,1958-05-24,78.0,54.0,0.12,0.00,0.00,1958
7359,1958-05-25,73.0,50.0,0.00,0.00,0.00,1958
7360,1958-05-26,79.0,56.0,0.12,0.00,0.00,1958
7361,1958-05-27,64.0,50.0,0.00,0.00,0.00,1958
7362,1958-05-28,73.0,42.0,0.00,0.00,0.00,1958
7363,1958-05-29,88.0,54.0,0.00,0.00,0.00,1958
7364,1958-05-30,76.0,63.0,0.02,0.00,0.00,1958
7365,1958-05-31,73.0,49.0,0.01,0.00,0.00,1958
7366,1958-06-01,57.0,46.0,T,0.00,0.00,1958
7367,1958-06-02,61.0,46.0,0.02,0.00,0.00,1958
7368,1958-06-03,66.0,56.0,0.92,0.00,0.00,1958
7369,1958-06-04,87.0,58.0,0.46,0.00,0.00,1958
7370,1958-06-05,70.0,54.0,0.00,0.00,0.00,1958
7371,1958-06-06,73.0,48.0,0.00,0.00,0.00,1958
7372,1958-06-07,70.0,59.0,0.01,0.00,0.00,1958
7373,1958-06-08,71.0,58.0,T,0.00,0.00,1958
7374,1958-06-09,71.0,53.0,0.04,0.00,0.00,1958
7375,1958-06-10,73.0,50.0,0.12,0.00,0.00,1958
7376,1958-06-11,65.0,43.0,0.00,0.00,0.00,1958
7377,1958-06-12,73.0,50.0,0.04,0.00,0.00,1958
7378,1958-06-13,70.0,56.0,0.00,0.00,0.00,1958
7379,1958-06-14,69.0,47.0,0.09,0.00,0.00,1958
7380,1958-06-15,70.0,49.0,T,0.00,0.00,1958
7381,1958-06-16,67.0,52.0,0.01,0.00,0.00,1958
7382,1958-06-17,76.0,48.0,0.00,0.00,0.00,1958
7383,1958-06-18,75.0,51.0,T,0.00,0.00,1958
7384,1958-06-19,80.0,56.0,0.04,0.00,0.00,1958
7385,1958-06-20,68.0,52.0,0.00,0.00,0.00,1958
7386,1958-06-21,75.0,53.0,T,0.00,0.00,1958
7387,1958-06-22,74.0,53.0,0.04,0.00,0.00,1958
7388,1958-06-23,76.0,46.0,0.08,0.00,0.00,1958
7389,1958-06-24,65.0,51.0,0.10,0.00,0.00,1958
7390,1958-06-25,64.0,47.0,T,0.00,0.00,1958
7391,1958-06-26,76.0,54.0,0.00,0.00,0.00,1958
7392,1958-06-27,80.0,53.0,0.00,0.00,0.00,1958
7393,1958-06-28,91.0,59.0,0.00,0.00,0.00,1958
7394,1958-06-29,95.0,71.0,0.00,0.00,0.00,1958
7395,1958-06-30,95.0,74.0,0.04,0.00,0.00,1958
7396,1958-07-01,88.0,77.0,0.00,0.00,0.00,1958
7397,1958-07-02,89.0,70.0,0.00,0.00,0.00,1958
7398,1958-07-03,85.0,68.0,T,0.00,0.00,1958
7399,1958-07-04,74.0,62.0,0.20,0.00,0.00,1958
7400,1958-07-05,74.0,60.0,0.00,0.00,0.00,1958
7401,1958-07-06,80.0,54.0,T,0.00,0.00,1958
7402,1958-07-07,70.0,51.0,0.00,0.00,0.00,1958
7403,1958-07-08,68.0,51.0,0.76,0.00,0.00,1958
7404,1958-07-09,75.0,61.0,0.45,0.00,0.00,1958
7405,1958-07-10,75.0,54.0,0.00,0.00,0.00,1958
7406,1958-07-11,78.0,56.0,0.00,0.00,0.00,1958
7407,1958-07-12,85.0,60.0,0.00,0.00,0.00,1958
7408,1958-07-13,83.0,66.0,0.00,0.00,0.00,1958
7409,1958-07-14,74.0,62.0,0.91,0.00,0.00,1958
7410,1958-07-15,68.0,58.0,T,0.00,0.00,1958
7411,1958-07-16,76.0,51.0,0.00,0.00,0.00,1958
7412,1958-07-17,75.0,55.0,T,0.00,0.00,1958
7413,1958-07-18,80.0,61.0,0.00,0.00,0.00,1958
7414,1958-07-19,79.0,60.0,0.00,0.00,0.00,1958
7415,1958-07-20,77.0,63.0,0.02,0.00,0.00,1958
7416,1958-07-21,80.0,63.0,0.01,0.00,0.00,1958
7417,1958-07-22,85.0,61.0,0.00,0.00,0.00,1958
7418,1958-07-23,87.0,64.0,0.00,0.00,0.00,1958
7419,1958-07-24,86.0,64.0,0.21,0.00,0.00,1958
7420,1958-07-25,85.0,59.0,0.00,0.00,0.00,1958
7421,1958-07-26,87.0,66.0,0.00,0.00,0.00,1958
7422,1958-07-27,80.0,64.0,0.59,0.00,0.00,1958
7423,1958-07-28,82.0,60.0,T,0.00,0.00,1958
7424,1958-07-29,82.0,58.0,0.00,0.00,0.00,1958
7425,1958-07-30,85.0,59.0,0.00,0.00,0.00,1958
7426,1958-07-31,87.0,61.0,0.00,0.00,0.00,1958
7427,1958-08-01,85.0,62.0,T,0.00,0.00,1958
7428,1958-08-02,93.0,67.0,0.00,0.00,0.00,1958
7429,1958-08-03,88.0,68.0,0.00,0.00,0.00,1958
7430,1958-08-04,89.0,61.0,2.10,0.00,0.00,1958
7431,1958-08-05,88.0,66.0,0.00,0.00,0.00,1958
7432,1958-08-06,88.0,69.0,0.00,0.00,0.00,1958
7433,1958-08-07,85.0,68.0,0.00,0.00,0.00,1958
7434,1958-08-08,91.0,62.0,0.00,0.00,0.00,1958
7435,1958-08-09,93.0,74.0,0.00,0.00,0.00,1958
7436,1958-08-10,81.0,72.0,0.08,0.00,0.00,1958
7437,1958-08-11,93.0,68.0,0.00,0.00,0.00,1958
7438,1958-08-12,81.0,69.0,0.00,0.00,0.00,1958
7439,1958-08-13,85.0,59.0,0.02,0.00,0.00,1958
7440,1958-08-14,87.0,65.0,0.01,0.00,0.00,1958
7441,1958-08-15,77.0,61.0,0.00,0.00,0.00,1958
7442,1958-08-16,83.0,51.0,0.00,0.00,0.00,1958
7443,1958-08-17,82.0,64.0,0.00,0.00,0.00,1958
7444,1958-08-18,86.0,57.0,0.00,0.00,0.00,1958
7445,1958-08-19,90.0,70.0,0.01,0.00,0.00,1958
7446,1958-08-20,79.0,62.0,0.00,0.00,0.00,1958
7447,1958-08-21,74.0,57.0,0.00,0.00,0.00,1958
7448,1958-08-22,75.0,52.0,0.00,0.00,0.00,1958
7449,1958-08-23,68.0,60.0,0.31,0.00,0.00,1958
7450,1958-08-24,66.0,52.0,0.00,0.00,0.00,1958
7451,1958-08-25,60.0,46.0,0.35,0.00,0.00,1958
7452,1958-08-26,74.0,48.0,0.00,0.00,0.00,1958
7453,1958-08-27,80.0,57.0,T,0.00,0.00,1958
7454,1958-08-28,82.0,63.0,0.00,0.00,0.00,1958
7455,1958-08-29,90.0,68.0,0.01,0.00,0.00,1958
7456,1958-08-30,69.0,54.0,0.14,0.00,0.00,1958
7457,1958-08-31,58.0,52.0,T,0.00,0.00,1958
7458,1958-09-01,69.0,50.0,T,0.00,0.00,1958
7459,1958-09-02,86.0,55.0,0.00,0.00,0.00,1958
7460,1958-09-03,78.0,62.0,0.02,0.00,0.00,1958
7461,1958-09-04,75.0,52.0,0.00,0.00,0.00,1958
7462,1958-09-05,67.0,61.0,0.42,0.00,0.00,1958
7463,1958-09-06,68.0,57.0,0.06,0.00,0.00,1958
7464,1958-09-07,73.0,52.0,0.00,0.00,0.00,1958
7465,1958-09-08,79.0,46.0,0.00,0.00,0.00,1958
7466,1958-09-09,76.0,56.0,0.00,0.00,0.00,1958
7467,1958-09-10,65.0,46.0,0.00,0.00,0.00,1958
7468,1958-09-11,73.0,52.0,0.00,0.00,0.00,1958
7469,1958-09-12,83.0,53.0,0.00,0.00,0.00,1958
7470,1958-09-13,82.0,58.0,0.00,0.00,0.00,1958
7471,1958-09-14,71.0,60.0,0.58,0.00,0.00,1958
7472,1958-09-15,73.0,54.0,0.00,0.00,0.00,1958
7473,1958-09-16,59.0,46.0,0.00,0.00,0.00,1958
7474,1958-09-17,61.0,51.0,0.00,0.00,0.00,1958
7475,1958-09-18,75.0,48.0,0.00,0.00,0.00,1958
7476,1958-09-19,78.0,58.0,0.00,0.00,0.00,1958
7477,1958-09-20,76.0,58.0,0.01,0.00,0.00,1958
7478,1958-09-21,75.0,48.0,0.00,0.00,0.00,1958
7479,1958-09-22,82.0,56.0,0.00,0.00,0.00,1958
7480,1958-09-23,84.0,68.0,T,0.00,0.00,1958
7481,1958-09-24,84.0,56.0,T,0.00,0.00,1958
7482,1958-09-25,65.0,52.0,T,0.00,0.00,1958
7483,1958-09-26,69.0,51.0,T,0.00,0.00,1958
7484,1958-09-27,63.0,42.0,0.00,0.00,0.00,1958
7485,1958-09-28,73.0,40.0,0.00,0.00,0.00,1958
7486,1958-09-29,70.0,52.0,T,0.00,0.00,1958
7487,1958-09-30,52.0,36.0,T,T,0.00,1958
7488,1958-10-01,52.0,33.0,0.00,0.00,0.00,1958
7489,1958-10-02,58.0,42.0,T,0.00,0.00,1958
7490,1958-10-03,74.0,52.0,T,0.00,0.00,1958
7491,1958-10-04,69.0,44.0,0.00,0.00,0.00,1958
7492,1958-10-05,64.0,35.0,0.00,0.00,0.00,1958
7493,1958-10-06,81.0,47.0,0.00,0.00,0.00,1958
7494,1958-10-07,69.0,55.0,0.45,0.00,0.00,1958
7495,1958-10-08,59.0,52.0,0.30,0.00,0.00,1958
7496,1958-10-09,60.0,40.0,0.10,0.00,0.00,1958
7497,1958-10-10,45.0,35.0,0.05,T,0.00,1958
7498,1958-10-11,50.0,34.0,0.00,0.00,0.00,1958
7499,1958-10-12,77.0,41.0,0.00,0.00,0.00,1958
7500,1958-10-13,79.0,58.0,0.00,0.00,0.00,1958
7501,1958-10-14,83.0,53.0,0.00,0.00,0.00,1958
7502,1958-10-15,78.0,51.0,T,0.00,0.00,1958
7503,1958-10-16,65.0,46.0,0.00,0.00,0.00,1958
7504,1958-10-17,63.0,41.0,0.00,0.00,0.00,1958
7505,1958-10-18,68.0,40.0,0.00,0.00,0.00,1958
7506,1958-10-19,79.0,48.0,0.00,0.00,0.00,1958
7507,1958-10-20,79.0,54.0,0.00,0.00,0.00,1958
7508,1958-10-21,65.0,48.0,0.00,0.00,0.00,1958
7509,1958-10-22,56.0,40.0,0.00,0.00,0.00,1958
7510,1958-10-23,50.0,43.0,0.17,0.00,0.00,1958
7511,1958-10-24,51.0,42.0,0.00,0.00,0.00,1958
7512,1958-10-25,46.0,39.0,0.41,0.00,0.00,1958
7513,1958-10-26,50.0,38.0,0.07,0.00,0.00,1958
7514,1958-10-27,53.0,36.0,T,0.00,0.00,1958
7515,1958-10-28,58.0,33.0,0.00,0.00,0.00,1958
7516,1958-10-29,59.0,34.0,0.00,0.00,0.00,1958
7517,1958-10-30,60.0,34.0,0.00,0.00,0.00,1958
7518,1958-10-31,66.0,37.0,0.00,0.00,0.00,1958
7519,1958-11-01,63.0,36.0,0.00,0.00,0.00,1958
7520,1958-11-02,66.0,37.0,0.00,0.00,0.00,1958
7521,1958-11-03,64.0,33.0,0.00,0.00,0.00,1958
7522,1958-11-04,59.0,38.0,0.00,0.00,0.00,1958
7523,1958-11-05,54.0,33.0,0.26,0.20,0.00,1958
7524,1958-11-06,46.0,29.0,0.00,0.00,0.00,1958
7525,1958-11-07,49.0,33.0,0.26,0.00,0.00,1958
7526,1958-11-08,44.0,34.0,0.01,T,0.00,1958
7527,1958-11-09,41.0,32.0,0.00,0.00,0.00,1958
7528,1958-11-10,55.0,28.0,0.00,0.00,0.00,1958
7529,1958-11-11,51.0,34.0,0.00,0.00,0.00,1958
7530,1958-11-12,49.0,28.0,0.00,0.00,0.00,1958
7531,1958-11-13,60.0,40.0,0.00,0.00,0.00,1958
7532,1958-11-14,49.0,37.0,0.00,0.00,0.00,1958
7533,1958-11-15,49.0,38.0,T,0.00,0.00,1958
7534,1958-11-16,59.0,44.0,T,0.00,0.00,1958
7535,1958-11-17,63.0,38.0,0.22,0.00,0.00,1958
7536,1958-11-18,38.0,28.0,0.02,0.20,0.00,1958
7537,1958-11-19,52.0,24.0,0.00,0.00,T,1958
7538,1958-11-20,41.0,31.0,0.00,0.00,0.00,1958
7539,1958-11-21,43.0,32.0,T,T,0.00,1958
7540,1958-11-22,48.0,27.0,0.00,0.00,0.00,1958
7541,1958-11-23,43.0,21.0,0.19,2.60,0.00,1958
7542,1958-11-24,31.0,21.0,0.00,0.00,2.00,1958
7543,1958-11-25,38.0,16.0,0.04,0.20,2.00,1958
7544,1958-11-26,16.0,6.0,0.01,0.10,T,1958
7545,1958-11-27,18.0,2.0,T,T,T,1958
7546,1958-11-28,19.0,7.0,T,T,T,1958
7547,1958-11-29,10.0,-5.0,0.00,0.00,T,1958
7548,1958-11-30,24.0,-2.0,0.00,0.00,T,1958
7549,1958-12-01,27.0,15.0,T,T,0.00,1958
7550,1958-12-02,45.0,14.0,T,0.00,0.00,1958
7551,1958-12-03,39.0,25.0,T,T,0.00,1958
7552,1958-12-04,37.0,7.0,T,T,0.00,1958
7553,1958-12-05,7.0,1.0,T,T,0.00,1958
7554,1958-12-06,9.0,-1.0,0.00,0.00,0.00,1958
7555,1958-12-07,8.0,0.0,0.07,0.70,T,1958
7556,1958-12-08,2.0,-8.0,0.02,0.20,1.00,1958
7557,1958-12-09,7.0,-13.0,0.00,0.00,1.00,1958
7558,1958-12-10,13.0,-7.0,0.01,0.10,1.00,1958
7559,1958-12-11,9.0,-1.0,0.00,0.00,1.00,1958
7560,1958-12-12,6.0,-4.0,T,T,1.00,1958
7561,1958-12-13,3.0,-11.0,0.02,0.20,1.00,1958
7562,1958-12-14,7.0,-7.0,0.03,0.30,1.00,1958
7563,1958-12-15,15.0,-3.0,0.04,0.50,1.00,1958
7564,1958-12-16,40.0,10.0,T,T,2.00,1958
7565,1958-12-17,27.0,2.0,T,0.00,1.00,1958
7566,1958-12-18,37.0,22.0,0.00,0.00,1.00,1958
7567,1958-12-19,34.0,6.0,0.01,0.30,1.00,1958
7568,1958-12-20,14.0,0.0,0.01,0.10,1.00,1958
7569,1958-12-21,18.0,7.0,0.00,0.00,1.00,1958
7570,1958-12-22,38.0,16.0,0.00,0.00,1.00,1958
7571,1958-12-23,33.0,27.0,T,T,1.00,1958
7572,1958-12-24,37.0,22.0,T,T,T,1958
7573,1958-12-25,38.0,16.0,0.00,0.00,T,1958
7574,1958-12-26,44.0,28.0,0.00,0.00,T,1958
7575,1958-12-27,33.0,25.0,0.00,0.00,T,1958
7576,1958-12-28,39.0,27.0,T,T,T,1958
7577,1958-12-29,28.0,9.0,T,T,T,1958
7578,1958-12-30,27.0,2.0,0.00,0.00,T,1958
7579,1958-12-31,29.0,8.0,0.00,0.00,0.00,1958
7580,1959-01-01,29.0,12.0,T,T,0.00,1959
7581,1959-01-02,24.0,-3.0,0.04,0.50,T,1959
7582,1959-01-03,-2.0,-11.0,0.00,0.00,T,1959
7583,1959-01-04,3.0,-16.0,0.00,0.00,T,1959
7584,1959-01-05,18.0,-8.0,0.00,0.00,T,1959
7585,1959-01-06,16.0,2.0,0.00,0.00,T,1959
7586,1959-01-07,23.0,13.0,T,T,T,1959
7587,1959-01-08,23.0,5.0,T,T,T,1959
7588,1959-01-09,27.0,8.0,0.00,0.00,T,1959
7589,1959-01-10,27.0,10.0,0.00,0.00,T,1959
7590,1959-01-11,29.0,15.0,0.00,0.00,T,1959
7591,1959-01-12,39.0,16.0,0.00,0.00,T,1959
7592,1959-01-13,43.0,21.0,0.00,0.00,T,1959
7593,1959-01-14,41.0,16.0,T,T,0.00,1959
7594,1959-01-15,16.0,-3.0,T,T,T,1959
7595,1959-01-16,1.0,-12.0,T,T,T,1959
7596,1959-01-17,4.0,-15.0,0.00,0.00,0.00,1959
7597,1959-01-18,26.0,-7.0,T,0.10,0.00,1959
7598,1959-01-19,13.0,-4.0,0.00,0.00,T,1959
7599,1959-01-20,14.0,4.0,T,T,T,1959
7600,1959-01-21,9.0,-2.0,0.00,0.00,T,1959
7601,1959-01-22,0.0,-9.0,T,T,T,1959
7602,1959-01-23,9.0,-13.0,T,T,T,1959
7603,1959-01-24,20.0,6.0,0.01,0.20,T,1959
7604,1959-01-25,16.0,4.0,0.05,0.60,1.00,1959
7605,1959-01-26,18.0,4.0,T,T,1.00,1959
7606,1959-01-27,27.0,1.0,0.00,0.00,1.00,1959
7607,1959-01-28,36.0,18.0,T,T,T,1959
7608,1959-01-29,36.0,12.0,0.01,T,T,1959
7609,1959-01-30,12.0,-5.0,0.00,0.00,T,1959
7610,1959-01-31,6.0,-10.0,0.00,0.00,T,1959
7611,1959-02-01,14.0,-9.0,0.00,0.00,T,1959
7612,1959-02-02,27.0,-4.0,T,T,T,1959
7613,1959-02-03,24.0,5.0,0.01,0.10,T,1959
7614,1959-02-04,14.0,4.0,0.08,1.00,T,1959
7615,1959-02-05,8.0,-5.0,T,T,1.00,1959
7616,1959-02-06,14.0,-11.0,0.00,0.00,1.00,1959
7617,1959-02-07,22.0,7.0,T,T,1.00,1959
7618,1959-02-08,17.0,1.0,0.03,0.30,1.00,1959
7619,1959-02-09,20.0,14.0,T,T,1.00,1959
7620,1959-02-10,18.0,8.0,0.30,3.00,1.00,1959
7621,1959-02-11,21.0,-2.0,0.00,0.00,4.00,1959
7622,1959-02-12,39.0,19.0,0.00,0.00,4.00,1959
7623,1959-02-13,33.0,11.0,T,0.00,2.00,1959
7624,1959-02-14,28.0,18.0,0.09,0.90,1.00,1959
7625,1959-02-15,31.0,8.0,0.00,0.00,2.00,1959
7626,1959-02-16,29.0,8.0,0.00,0.00,2.00,1959
7627,1959-02-17,20.0,10.0,T,T,2.00,1959
7628,1959-02-18,10.0,-4.0,0.00,0.00,2.00,1959
7629,1959-02-19,11.0,-11.0,0.00,0.00,2.00,1959
7630,1959-02-20,29.0,-5.0,0.00,0.00,2.00,1959
7631,1959-02-21,37.0,9.0,0.00,0.00,1.00,1959
7632,1959-02-22,44.0,17.0,T,0.00,T,1959
7633,1959-02-23,41.0,22.0,0.00,0.00,T,1959
7634,1959-02-24,40.0,16.0,0.00,0.00,T,1959
7635,1959-02-25,42.0,20.0,0.00,0.00,0.00,1959
7636,1959-02-26,32.0,22.0,0.01,0.40,0.00,1959
7637,1959-02-27,35.0,21.0,0.09,0.60,T,1959
7638,1959-02-28,43.0,29.0,T,T,T,1959
7639,1959-03-01,43.0,24.0,0.00,0.00,0.00,1959
7640,1959-03-02,40.0,32.0,0.20,1.70,0.00,1959
7641,1959-03-03,32.0,18.0,0.04,0.50,T,1959
7642,1959-03-04,35.0,15.0,0.00,0.00,T,1959
7643,1959-03-05,28.0,23.0,0.08,0.80,T,1959
7644,1959-03-06,33.0,22.0,0.01,0.10,1.00,1959
7645,1959-03-07,32.0,15.0,0.06,0.60,T,1959
7646,1959-03-08,33.0,23.0,0.08,0.80,1.00,1959
7647,1959-03-09,40.0,19.0,0.00,0.00,1.00,1959
7648,1959-03-10,37.0,27.0,0.01,0.10,T,1959
7649,1959-03-11,40.0,28.0,0.02,0.20,T,1959
7650,1959-03-12,40.0,28.0,0.04,0.80,1.00,1959
7651,1959-03-13,51.0,31.0,T,T,0.00,1959
7652,1959-03-14,44.0,30.0,0.00,0.00,0.00,1959
7653,1959-03-15,32.0,17.0,0.00,0.00,0.00,1959
7654,1959-03-16,29.0,16.0,0.01,0.10,0.00,1959
7655,1959-03-17,37.0,11.0,0.00,0.00,0.00,1959
7656,1959-03-18,44.0,20.0,0.00,0.00,0.00,1959
7657,1959-03-19,56.0,36.0,0.00,0.00,0.00,1959
7658,1959-03-20,48.0,19.0,0.00,0.00,0.00,1959
7659,1959-03-21,31.0,7.0,0.00,0.00,0.00,1959
7660,1959-03-22,42.0,19.0,0.00,0.00,0.00,1959
7661,1959-03-23,68.0,31.0,0.00,0.00,0.00,1959
7662,1959-03-24,56.0,36.0,0.00,0.00,0.00,1959
7663,1959-03-25,50.0,30.0,0.00,0.00,0.00,1959
7664,1959-03-26,48.0,34.0,0.00,0.00,0.00,1959
7665,1959-03-27,57.0,25.0,0.00,0.00,0.00,1959
7666,1959-03-28,50.0,27.0,0.00,0.00,0.00,1959
7667,1959-03-29,54.0,28.0,0.00,0.00,0.00,1959
7668,1959-03-30,49.0,40.0,0.04,0.00,0.00,1959
7669,1959-03-31,56.0,39.0,0.00,0.00,0.00,1959
7670,1959-04-01,57.0,34.0,T,0.00,0.00,1959
7671,1959-04-02,52.0,37.0,0.02,0.00,0.00,1959
7672,1959-04-03,48.0,36.0,T,0.00,0.00,1959
7673,1959-04-04,71.0,29.0,0.00,0.00,0.00,1959
7674,1959-04-05,56.0,38.0,0.00,0.00,0.00,1959
7675,1959-04-06,66.0,30.0,0.00,0.00,0.00,1959
7676,1959-04-07,60.0,37.0,0.00,0.00,0.00,1959
7677,1959-04-08,37.0,31.0,T,T,0.00,1959
7678,1959-04-09,45.0,32.0,0.00,0.00,0.00,1959
7679,1959-04-10,48.0,30.0,0.00,0.00,0.00,1959
7680,1959-04-11,45.0,34.0,T,0.00,0.00,1959
7681,1959-04-12,51.0,33.0,0.02,T,0.00,1959
7682,1959-04-13,60.0,28.0,0.00,0.00,0.00,1959
7683,1959-04-14,71.0,36.0,0.00,0.00,0.00,1959
7684,1959-04-15,75.0,47.0,0.00,0.00,0.00,1959
7685,1959-04-16,67.0,44.0,0.18,0.00,0.00,1959
7686,1959-04-17,48.0,40.0,0.39,0.00,0.00,1959
7687,1959-04-18,44.0,38.0,T,0.00,0.00,1959
7688,1959-04-19,49.0,34.0,0.00,0.00,0.00,1959
7689,1959-04-20,54.0,35.0,0.00,0.00,0.00,1959
7690,1959-04-21,63.0,32.0,0.00,0.00,0.00,1959
7691,1959-04-22,67.0,38.0,0.00,0.00,0.00,1959
7692,1959-04-23,53.0,42.0,T,0.00,0.00,1959
7693,1959-04-24,71.0,39.0,T,0.00,0.00,1959
7694,1959-04-25,58.0,36.0,0.01,0.00,0.00,1959
7695,1959-04-26,52.0,38.0,0.00,0.00,0.00,1959
7696,1959-04-27,52.0,41.0,0.00,0.00,0.00,1959
7697,1959-04-28,65.0,38.0,0.00,0.00,0.00,1959
7698,1959-04-29,65.0,50.0,T,0.00,0.00,1959
7699,1959-04-30,72.0,45.0,0.02,0.00,0.00,1959
7700,1959-05-01,91.0,56.0,0.00,0.00,0.00,1959
7701,1959-05-02,91.0,70.0,0.23,0.00,0.00,1959
7702,1959-05-03,86.0,65.0,0.02,0.00,0.00,1959
7703,1959-05-04,88.0,63.0,1.01,0.00,0.00,1959
7704,1959-05-05,79.0,52.0,0.47,0.00,0.00,1959
7705,1959-05-06,53.0,42.0,0.63,0.00,0.00,1959
7706,1959-05-07,57.0,38.0,0.00,0.00,0.00,1959
7707,1959-05-08,66.0,40.0,0.00,0.00,0.00,1959
7708,1959-05-09,64.0,52.0,0.16,0.00,0.00,1959
7709,1959-05-10,80.0,49.0,0.46,0.00,0.00,1959
7710,1959-05-11,65.0,45.0,T,0.00,0.00,1959
7711,1959-05-12,69.0,46.0,0.00,0.00,0.00,1959
7712,1959-05-13,55.0,39.0,0.00,0.00,0.00,1959
7713,1959-05-14,45.0,38.0,0.01,0.00,0.00,1959
7714,1959-05-15,58.0,35.0,0.00,0.00,0.00,1959
7715,1959-05-16,72.0,40.0,0.00,0.00,0.00,1959
7716,1959-05-17,80.0,53.0,0.00,0.00,0.00,1959
